
1675317118579 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317119352 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317170146 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317170611 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317199613 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317199982 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317199984 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317200357 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317302718 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317303162 :: {'s': 'error', 'code': -8, 'message': 'Your token has expired. Please generate a token'}

1675317445246 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675317446245 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -7.4, 'chp': -0.04, 'lp': 17608.9, 'spread': 0.0, 'ask': 17608.9, 'bid': 17608.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675317420, 'o': 17610.1, 'h': 17610.65, 'l': 17606.5, 'c': 17608.9, 'v': 0, 'tf': '11:27'}}}]}

1675329988719 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675329988911 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -21.3, 'chp': -0.12, 'lp': 17595.0, 'spread': 0.0, 'ask': 17595.0, 'bid': 17595.0, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675329960, 'o': 17597.95, 'h': 17598.2, 'l': 17592.9, 'c': 17595.0, 'v': 0, 'tf': '14:56'}}}]}

1675329990731 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675329991026 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -22.25, 'chp': -0.13, 'lp': 17594.05, 'spread': 0.0, 'ask': 17594.05, 'bid': 17594.05, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675329960, 'o': 17597.95, 'h': 17598.2, 'l': 17592.9, 'c': 17594.05, 'v': 0, 'tf': '14:56'}}}]}

1675330024208 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330024657 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -20.8, 'chp': -0.12, 'lp': 17595.5, 'spread': 0.0, 'ask': 17595.5, 'bid': 17595.5, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17595.5, 'l': 17589.75, 'c': 17595.5, 'v': 0, 'tf': '14:57'}}}]}

1675330026197 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330026430 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -20.45, 'chp': -0.12, 'lp': 17595.85, 'spread': 0.0, 'ask': 17595.85, 'bid': 17595.85, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17596.3, 'l': 17589.75, 'c': 17595.85, 'v': 0, 'tf': '14:57'}}}]}

1675330028200 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330028417 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -20.15, 'chp': -0.11, 'lp': 17596.15, 'spread': 0.0, 'ask': 17596.15, 'bid': 17596.15, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17596.55, 'l': 17589.75, 'c': 17596.15, 'v': 0, 'tf': '14:57'}}}]}

1675330030198 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330030478 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -19.75, 'chp': -0.11, 'lp': 17596.55, 'spread': 0.0, 'ask': 17596.55, 'bid': 17596.55, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17596.55, 'v': 0, 'tf': '14:57'}}}]}

1675330032204 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330032419 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -19.05, 'chp': -0.11, 'lp': 17597.25, 'spread': 0.0, 'ask': 17597.25, 'bid': 17597.25, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17597.25, 'v': 0, 'tf': '14:57'}}}]}

1675330034197 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330034430 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -19.95, 'chp': -0.11, 'lp': 17596.35, 'spread': 0.0, 'ask': 17596.35, 'bid': 17596.35, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17596.35, 'v': 0, 'tf': '14:57'}}}]}

1675330036203 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330036521 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -19.95, 'chp': -0.11, 'lp': 17596.35, 'spread': 0.0, 'ask': 17596.35, 'bid': 17596.35, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17596.35, 'v': 0, 'tf': '14:57'}}}]}

1675330038199 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330038439 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -19.65, 'chp': -0.11, 'lp': 17596.65, 'spread': 0.0, 'ask': 17596.65, 'bid': 17596.65, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17596.65, 'v': 0, 'tf': '14:57'}}}]}

1675330042199 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330042499 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -18.95, 'chp': -0.11, 'lp': 17597.35, 'spread': 0.0, 'ask': 17597.35, 'bid': 17597.35, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17597.35, 'v': 0, 'tf': '14:57'}}}]}

1675330044196 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330044415 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -20.0, 'chp': -0.11, 'lp': 17596.3, 'spread': 0.0, 'ask': 17596.3, 'bid': 17596.3, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17596.3, 'v': 0, 'tf': '14:57'}}}]}

1675330054389 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330054692 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -20.15, 'chp': -0.11, 'lp': 17596.15, 'spread': 0.0, 'ask': 17596.15, 'bid': 17596.15, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17596.15, 'v': 0, 'tf': '14:57'}}}]}

1675330056393 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330056615 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -20.7, 'chp': -0.12, 'lp': 17595.6, 'spread': 0.0, 'ask': 17595.6, 'bid': 17595.6, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17595.6, 'v': 0, 'tf': '14:57'}}}]}

1675330058408 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330058667 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -19.65, 'chp': -0.11, 'lp': 17596.65, 'spread': 0.0, 'ask': 17596.65, 'bid': 17596.65, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17596.65, 'v': 0, 'tf': '14:57'}}}]}

1675330072305 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330072750 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -19.55, 'chp': -0.11, 'lp': 17596.75, 'spread': 0.0, 'ask': 17596.75, 'bid': 17596.75, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17596.75, 'v': 0, 'tf': '14:57'}}}]}

1675330074307 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330074566 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -18.2, 'chp': -0.1, 'lp': 17598.1, 'spread': 0.0, 'ask': 17598.1, 'bid': 17598.1, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.1, 'l': 17589.75, 'c': 17598.1, 'v': 0, 'tf': '14:57'}}}]}

1675330076327 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330076551 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -18.1, 'chp': -0.1, 'lp': 17598.2, 'spread': 0.0, 'ask': 17598.2, 'bid': 17598.2, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330020, 'o': 17589.75, 'h': 17598.2, 'l': 17589.75, 'c': 17598.2, 'v': 0, 'tf': '14:57'}}}]}

1675330078324 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330078539 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -17.25, 'chp': -0.1, 'lp': 17599.05, 'spread': 0.0, 'ask': 17599.05, 'bid': 17599.05, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17599.05, 'l': 17599.05, 'c': 17599.05, 'v': 0, 'tf': '14:58'}}}]}

1675330080321 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330080520 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -17.05, 'chp': -0.1, 'lp': 17599.25, 'spread': 0.0, 'ask': 17599.25, 'bid': 17599.25, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17599.9, 'l': 17599.05, 'c': 17599.25, 'v': 0, 'tf': '14:58'}}}]}

1675330082324 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330082560 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -16.4, 'chp': -0.09, 'lp': 17599.9, 'spread': 0.0, 'ask': 17599.9, 'bid': 17599.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17599.9, 'l': 17599.05, 'c': 17599.9, 'v': 0, 'tf': '14:58'}}}]}

1675330084321 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330084697 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -16.5, 'chp': -0.09, 'lp': 17599.8, 'spread': 0.0, 'ask': 17599.8, 'bid': 17599.8, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17600.25, 'l': 17599.05, 'c': 17599.8, 'v': 0, 'tf': '14:58'}}}]}

1675330086343 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330086582 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -16.4, 'chp': -0.09, 'lp': 17599.9, 'spread': 0.0, 'ask': 17599.9, 'bid': 17599.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17600.55, 'l': 17599.05, 'c': 17599.9, 'v': 0, 'tf': '14:58'}}}]}

1675330088361 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330088552 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -14.4, 'chp': -0.08, 'lp': 17601.9, 'spread': 0.0, 'ask': 17601.9, 'bid': 17601.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17601.9, 'l': 17599.05, 'c': 17601.9, 'v': 0, 'tf': '14:58'}}}]}

1675330090367 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330090613 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -14.7, 'chp': -0.08, 'lp': 17601.6, 'spread': 0.0, 'ask': 17601.6, 'bid': 17601.6, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17602.1, 'l': 17599.05, 'c': 17601.6, 'v': 0, 'tf': '14:58'}}}]}

1675330092376 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330092625 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -14.1, 'chp': -0.08, 'lp': 17602.2, 'spread': 0.0, 'ask': 17602.2, 'bid': 17602.2, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17602.2, 'l': 17599.05, 'c': 17602.2, 'v': 0, 'tf': '14:58'}}}]}

1675330094375 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330094655 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -13.85, 'chp': -0.08, 'lp': 17602.45, 'spread': 0.0, 'ask': 17602.45, 'bid': 17602.45, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17602.45, 'l': 17599.05, 'c': 17602.45, 'v': 0, 'tf': '14:58'}}}]}

1675330096379 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330096859 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -14.4, 'chp': -0.08, 'lp': 17601.9, 'spread': 0.0, 'ask': 17601.9, 'bid': 17601.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17602.45, 'l': 17599.05, 'c': 17601.9, 'v': 0, 'tf': '14:58'}}}]}

1675330098391 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330098607 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -14.9, 'chp': -0.08, 'lp': 17601.4, 'spread': 0.0, 'ask': 17601.4, 'bid': 17601.4, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17602.45, 'l': 17599.05, 'c': 17601.4, 'v': 0, 'tf': '14:58'}}}]}

1675330100401 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1675330100672 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -15.4, 'chp': -0.09, 'lp': 17600.9, 'spread': 0.0, 'ask': 17600.9, 'bid': 17600.9, 'open_price': 17517.1, 'high_price': 17653.9, 'low_price': 17445.95, 'prev_close_price': 17616.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1675296000, 'cmd': {'t': 1675330080, 'o': 17599.05, 'h': 17602.45, 'l': 17599.05, 'c': 17600.9, 'v': 0, 'tf': '14:58'}}}]}

